id,text,json
716,"Party Potatoes Prepare 4 c. mashed potatoes as you normally would but do not use salt, then add 1 pkg. Hidden Valley Ranch dressing mix.","{""title"": ""Party Potatoes"", ""ingredients"": [""4 c. mashed potatoes"", ""1 pkg. Hidden Valley Ranch dressing mix""], ""directions"": [""Prepare mashed potatoes as you normally would, but do not use salt."", ""Add the package of Ranch dressing mix to your potatoes.""]}"
717,"Gran’s Toll House Cookies Sift 1 1/2 c. sifted flour once before measuring, then sift with 1 tsp. soda and 1 tsp. salt; cream 1 c. shortening until soft, add 3/4 c. brown sugar firmly packed and 3/4 c. granulated sugar gradually and cream until light and fluffy, add 2 eggs (unbeaten) one at a time beating after each, add 1 tsp. hot water, then add the sifted dry ingredients, stir in 1 c. nut meats cut fine (optional), 2 (14 oz.) pkg. Nestle semi-sweet chocolate in pieces, and 2 c. oatmeal (quick or regular; uncooked), add 1 tsp. vanilla and blend well, drop by half teaspoons on a greased cookie sheet, and bake at 375° for 8 minutes (makes 100).","{""title"": ""Gran'S Toll House Cookies"", ""ingredients"": [""1 1/2 c. sifted flour"", ""1 tsp. soda"", ""1 tsp. salt"", ""1 c. shortening"", ""3/4 c. brown sugar, firmly packed"", ""3/4 c. granulated sugar"", ""2 eggs (unbeaten)"", ""1 tsp. hot water"", ""1 c. nut meats, cut fine"", ""2 (14 oz.) pkg. Nestle semi-sweet chocolate, in pieces"", ""2 c. oatmeal (quick or regular; uncooked)"", ""1 tsp. vanilla""], ""directions"": [""Sift flour once before measuring, then sift with soda and salt. Cream shortening until soft."", ""Add sugars gradually, creaming until light and fluffy."", ""Add eggs one at a time, beating after each addition."", ""Add hot water to creamed mixture, then sifted dry ingredients."", ""Add nut meats, Nestle chocolate and oatmeal and mix thoroughly."", ""Add vanilla and blend well."", ""Drop by half teaspoons on a greased cookie sheet."", ""Nut meats may be omitted."", ""Bake at 375° for 8 minutes."", ""Makes 100.""]}"
718,"Hominy Casserole (Large Recipe; Make Half) Butter a dish and cook 1/2 large onion in 1/2 stick oleo, then add 1 can cream of mushroom soup, 2 cans yellow hominy drained, and 1 small jar hot Cheez Whiz (jalapeno Whiz), pour into the buttered dish, crush some Fritos on top, and bake at 350° until it bubbles, about 35 to 45 minutes.","{""title"": ""Hominy Casserole(Large Recipe; Make Half)"", ""ingredients"": [""2 cans yellow hominy, drained"", ""1/2 stick oleo"", ""1/2 large onion"", ""1 can cream of mushroom soup"", ""1 small jar hot Cheez Whiz (jalapeno Whiz)"", ""some Fritos""], ""directions"": [""Butter dish; cook onion in oleo."", ""Add soup, hominy and Cheez Whiz."", ""Pour into buttered dish; crush Fritos to top the casserole. Cook at 350° until it bubbles, about 35 to 45 minutes.""]}"
719,"“Glop” Cook and drain 2 c. dry macaroni (cooked) and 8 oz. rigatoni or other favorite pasta, then while it’s cooking heat 1/4 c. olive oil in a large skillet over medium-high heat, add 1 lb. medium shrimp peeled and deveined, 1 green pepper cut into short thin strips, 1 yellow or red pepper cut into short thin strips, 1 c. sliced mushrooms, 3 cloves garlic minced, and 1 Tbsp. dry basil crumbled, cook stirring frequently until shrimp are cooked through and peppers are almost tender (3 to 4 minutes), stir in 2 medium tomatoes coarsely chopped and 1 c. picante sauce and simmer 2 to 3 minutes stirring frequently, add pasta and mix well, and serve with grated Parmesan cheese and additional picante sauce if desired.","{""title"": ""\""Glop\"""", ""ingredients"": [""2 lb. lean hamburg"", ""1 can beef bouillon"", ""1 small onion, chopped"", ""1 c. chopped celery"", ""1 c. frozen or fresh corn"", ""2 Tbsp. corn or potato starch"", ""2 Tbsp. ketchup"", ""1 Tbsp. Worcestershire sauce"", ""2 c. dry macaroni, cooked"", ""8 oz. rigatoni or other favorite pasta"", ""1/4 c. olive oil"", ""1 lb. medium shrimp, peeled and deveined"", ""1 green pepper, cut into short, thin strips"", ""1 yellow or red pepper, cut into short, thin strips"", ""1 c. sliced mushrooms"", ""3 cloves garlic, minced"", ""1 Tbsp. dry basil, crumbled"", ""2 medium tomatoes, coarsely chopped"", ""1 c. picante sauce"", ""grated Parmesan cheese""], ""directions"": [""Cook and drain pasta."", ""While it's cooking, heat oil in large skillet over medium-high heat."", ""Add shrimp, peppers, mushrooms, garlic and basil."", ""Cook, stirring frequently, to prevent sticking, until shrimp are cooked through and peppers are almost tender (3 to 4 minutes)."", ""Stir in tomatoes and picante sauce; simmer 2 to 3 minutes (stirring frequently)."", ""Add pasta; mix well."", ""Serve with cheese and additional picante sauce, if desired.""]}"
720,"Poached Chicken Breast In Wine Place 4 (4 oz.) skinned, boned chicken breast halves between two sheets of heavy-duty plastic wrap and flatten to 1/4 inch, combine 3/4 c. Chablis or other dry wine with 2 1/2 c. sliced fresh mushrooms, 2 Tbsp. chopped fresh parsley, 1/2 tsp. salt, and 1/4 tsp. pepper in a large skillet and bring to a boil over high heat, arrange chicken in a single layer, cover and reduce heat and simmer 15 minutes or until tender, remove chicken to a serving plate, mix 1 Tbsp. cornstarch with 2 tsp. water and stir into the skillet, bring to a boil and boil 1 minute stirring constantly, then pour sauce over chicken (yields 4 servings).","{""title"": ""Poached Chicken Breast In Wine"", ""ingredients"": [""4 (4 oz.) skinned, boned chicken breast halves"", ""3/4 c. Chablis or other dry wine"", ""2 1/2 c. sliced fresh mushrooms"", ""2 Tbsp. chopped fresh parsley"", ""1/2 tsp. salt"", ""1/4 tsp. pepper"", ""1 Tbsp. cornstarch"", ""2 tsp. water""], ""directions"": [""Place"", ""chicken between two sheets of heavy-duty plastic wrap. Flatten"", ""to 1/4 inch; set aside."", ""Combine wine and next 4 ingredients"", ""in"", ""a"", ""large skillet; bring to a boil over high heat. Arrange"", ""chicken"", ""in a single layer in skillet."", ""Cover, reduce heat and simmer 15 minutes or until chicken is tender. Remove chicken"", ""to"", ""serving"", ""plate."", ""Combine"", ""cornstarch"", ""and water; stir"", ""into"", ""skillet."", ""Bring"", ""mixture to a boil; boil 1 minute, stirring constantly."", ""Pour sauce over chicken."", ""Yields 4 servings.""]}"
721,"Quick Spanish Rice Casserole Brown 1 lb. ground meat with 1 onion, season with salt and pepper to taste, add 2 cans Brown Beauty Spanish rice and 1 or 2 cans Ranch Style beans and heat to boiling, pour into a casserole, top with 1 lb. Cheddar cheese, add 1 tsp. chili powder if desired, and serve with Doritos and a salad (great for camping).","{""title"": ""Quick Spanish Rice Casserole"", ""ingredients"": [""2 cans Brown Beauty Spanish rice"", ""1 or 2 cans Ranch Style beans"", ""1 lb. ground meat"", ""1 onion"", ""1 lb. Cheddar cheese"", ""1 tsp. chili powder (if desired)""], ""directions"": [""Brown meat and onion."", ""Add salt and pepper to taste."", ""Add rice and beans; heat to boiling and put in casserole."", ""Top with cheese and serve with Doritos and a salad."", ""Great for camping.""]}"
722,"Glazed Pecans In one bowl beat 1 tbsp. water with 1 egg white until frothy but not stiff, in a second bowl mix 1 c. sugar with 1 tsp. salt and 1 tsp. cinnamon, preheat oven to 300 degrees, stir 1 lb. pecan halves into the egg white mixture until evenly coated, add the sugar mixture, spread on a large cookie sheet sprayed with Pam, bake at 300 degrees for 30 minutes stirring every 15 minutes (including after the last 15 minutes), then pour onto waxed paper until cooled and store in an airtight container.","{""title"": ""Glazed Pecans"", ""ingredients"": [""1 lb. pecan halves"", ""1 tbsp. water"", ""1 tsp. salt"", ""1 egg white"", ""1 c. sugar"", ""1 tsp. cinnamon""], ""directions"": [""1st bowl - Combine water and egg white and beat until frothy but not stiff. 2nd bowl- Mix together sugar, salt, and cinnamon; set aside."", ""Preheat oven to 300 degrees."", ""Pour pecans into egg white and stir with a large serving spoon until the nuts are evenly coated."", ""Add sugar mixture."", ""Spread on large cookie sheet that has been sprayed with Pam and bake at 300 degrees for 30 minutes, stirring every 15 minutes-including after the last 15 minutes. Pour onto waxed paper until cooled."", ""Store in an airtight container.""]}"
723,"Crock Pot Pizza Brown 1 1/2 pounds hamburger with 1 chopped onion and 1 chopped green pepper and drain, add 2 small jars pizza sauce and simmer, cook and drain 1 large bag noodles, then layer meat, noodles, 1 can mushrooms, 1 bag pizza cheese, and 1 package pepperoni in the crock pot and cook on low for 90 minutes.","{""title"": ""Crock Pot Pizza"", ""ingredients"": [""1 1/2 pounds hamburger"", ""2 small jars pizza sauce"", ""1 bag pizza cheese"", ""1 can mushrooms"", ""1 chopped onion"", ""1 chopped green pepper"", ""1 large bag noodles"", ""1 package pepperoni""], ""directions"": [""Brown meat with onions and peppers and drain."", ""Add sauce and simmer."", ""Cook noodles and drain."", ""Layer meat, noodles, mushrooms, cheese and pepperoni in crock pot."", ""Cook on low for 90 minutes.""]}"
724,"Summer Squash Casserole Cook 2 lb. yellow sumer squash or zucchini sliced (6 c.) with 1/4 c. chopped onion in boiling salted water for 5 minutes and drain, mix 1 can condensed cream of chicken soup with 1 c. dairy sour cream and stir in 1 c. shredded carrot, fold in the drained squash and onion, mix 1 (8 oz.) pkg. herb seasoned stuffing mix (Pepperidge Farm; not cubed) with 1/2 c. butter or margarine melted, spread half the stuffing mixture in the bottom of a 9 x 13-inch baking dish, spoon the vegetable mixture on top, sprinkle with remaining stuffing, and bake at 350° for 25 to 30 minutes or until heated through.","{""title"": ""Summer Squash Casserole"", ""ingredients"": [""2 lb. yellow sumer squash or zucchini, sliced (6 c.)"", ""1/4 c. chopped onion"", ""1 can condensed cream of chicken soup"", ""1 c. dairy sour cream"", ""1 c. shredded carrot"", ""1 (8 oz.) pkg. herb seasoned stuffing mix (Pepperidge Farm; not cubed)"", ""1/2 c. butter or margarine, melted""], ""directions"": [""In a saucepan cook sliced squash and chopped onion in boiling salted water for 5 minutes."", ""Drain."", ""Combine soup and sour cream. Stir in shredded carrot."", ""Fold in drained squash and onion. Combine stuffing mix and butter or margarine."", ""Spread half of stuffing mixture on bottom of 9 x 13-inch baking dish."", ""Spoon vegetable mixture on top."", ""Sprinkle remaining stuffing over vegetables."", ""Bake in 350° oven for 25 to 30 minutes or until heated through.""]}"
725,"Green Jello Salad Dissolve 2 pkg. lime Jell-O in 1 cup boiling water, add 1 cup cold water, mix in 1 carton cottage cheese, 1 can drained crushed pineapple, 1 Tbsp. sugar, and 1 tsp. white vinegar, then chill until set.","{""title"": ""Green Jello Salad"", ""ingredients"": [""2 pkg. lime Jell-O"", ""1 carton cottage cheese"", ""1 can drained, crushed pineapple"", ""1 Tbsp. sugar"", ""1 tsp. white vinegar"", ""2 c. water""], ""directions"": [""Dissolve Jell-O in 1 cup boiling water."", ""Add 1 cup cold water. Mix with other ingredients and chill until set.""]}"
726,"German Potatoes Brown 1 small onion chopped in 2 Tbsp. butter, add 6 medium potatoes cut in cubes plus 4 Tbsp. parsley chopped and salt and pepper, barely cover with hot water, cover and cook until potatoes are tender (serves 6).","{""title"": ""German Potatoes"", ""ingredients"": [""1 small onion, chopped"", ""2 Tbsp. butter"", ""6 medium potatoes, cut in cubes"", ""4 Tbsp. parsley, chopped"", ""salt and pepper""], ""directions"": [""Brown onion in hot butter; add potatoes, parsley and seasonings."", ""Barely cover with hot water; cook in covered pan until potatoes are tender."", ""Serves 6.""]}"
727,"Fullabull’s Shepherd’s Pie Brown 1 1/2 lb. ground beef with 1 onion chopped and drain well, spread in a 13 x 9-inch pan, pour over 2 cans mixed vegetables (drained), mix 2 envelopes of the 3 envelopes brown gravy mix and pour over the layers, then continue with the 8 servings instant potatoes as the topping (remaining steps are not included in the provided lines).","{""title"": ""Fullabull'S Shepherd'S Pie"", ""ingredients"": [""1 1/2 lb. ground beef"", ""1 onion, chopped"", ""2 cans mixed vegetables"", ""3 envelopes brown gravy mix"", ""8 servings instant potatoes""], ""directions"": [""Brown meat and onion; drain well."", ""Place in a 13 x 9-inch pan. Pour the mixed vegetables (drained) over the meat mixture."", ""Mix 2 envelopes of gravy mix; pour over the meat and vegetable layers.""]}"
728,"Sauteed Bananas Peel bananas, cut in half lengthwise and again cut in half crosswise, sprinkle with flour, sauté in butter until delicately brown, drain, and sprinkle with confectioners sugar.","{""title"": ""Sauteed Bananas"", ""ingredients"": [""bananas"", ""confectioners sugar"", ""flour"", ""butter""], ""directions"": [""Peel bananas, cut in half lengthwise, and again cut in half crosswise."", ""Sprinkle with flour."", ""Saute in butter until delicately brown."", ""Drain."", ""Sprinkle with confectioners sugar.""]}"
729,"Never Fail Jello Salad Dissolve 1 large jello (any flavor) in 1 c. boiling water, partly dissolve 1 c. small marshmallows in the jello mixture, then add 1 c. cottage cheese, 1/2 c. mayonnaise, 1 (20 oz.) can crushed pineapple (not drained), and 9 oz. Cool Whip or small Cool Whip, then pour into a mold or pretty glass dish, remembering not to drain the pineapple.","{""title"": ""Never Fail Jello Salad"", ""ingredients"": [""1 large jello (any flavor)"", ""1 c. boiling water"", ""1 c. small marshmallows"", ""1 c. cottage cheese"", ""1/2 c. mayonnaise"", ""1 (20 oz.) can crushed pineapple (not drained)"", ""9 oz. Cool Whip or small Cool Whip""], ""directions"": [""Dissolve jello with boiling water, then dissolve marshmallows partly in jello mixture."", ""Add the rest of the ingredients and put in a mold or any pretty glass dish."", ""Remember, do not drain pineapple.""]}"
730,"Fruit Cobbler Melt 3/4 stick margarine and pour into a 2-inch deep dish, add fruit of your choice (I use peaches, strawberries, blackberries, cherries, etc.), mix 1 c. sugar with 1 c. milk and 1 c. flour, pour over fruit without stirring, and bake at 350° until brown or fruit is done (approximately 30 minutes).","{""title"": ""Fruit Cobbler"", ""ingredients"": [""3/4 stick margarine"", ""fruit of your choice (I use peaches, strawberries, blackberries, cherries, etc.)"", ""1 c. sugar"", ""1 c. milk"", ""1 c. flour""], ""directions"": [""Melt margarine."", ""Put in 2-inch deep dish."", ""Add fruit of your choice."", ""Mix together sugar, milk and flour."", ""Mix well and pour over fruit."", ""Do not stir."", ""Cook until brown or fruit is done at 350° (approximately 30 minutes).""]}"
731,"Poppy Seed Cake Beat 4 eggs, 1/4 c. poppy seed, 1/2 c. pineapple juice, 1 tsp. almond extract, 1/2 c. shortening, and 1/2 c. rum for 2 minutes, then add 1 pkg. white cake mix and 1 pkg. instant vanilla pudding and beat 2 more minutes, grease a Bundt pan, pour in batter, dust top with cinnamon-sugar, bake at 350° for 45 to 55 minutes, and when cool sprinkle with powdered sugar.","{""title"": ""Poppy Seed Cake"", ""ingredients"": [""4 eggs"", ""1/4 c. poppy seed"", ""1/2 c. pineapple juice"", ""1 pkg. white cake mix"", ""1 pkg. instant vanilla pudding"", ""cinnamon-sugar"", ""powdered sugar"", ""1 tsp. almond extract"", ""1/2 c. shortening"", ""1/2 c. rum""], ""directions"": [""Beat first 6 ingredients for 2 minutes."", ""Then add cake mix and pudding."", ""Beat for 2 additional minutes."", ""Grease Bundt pan."", ""Pour in batter."", ""Dust top with cinnamon-sugar."", ""Bake at 350° for 45 to 55 minutes."", ""When cool, sprinkle with powdered sugar.""]}"
732,"Magloubeh Soak 1 lb. rice for 1 hour in warm water, cook 2 lb. chicken or lamb in water, remove the meat and add a little butter or margarine to the water, use this leftover water with the rice, fry 2 large eggplant and 1 head cauliflower in cooking oil (and a few potatoes sliced thin if optional), then in a large pot layer the meat on the bottom, then the eggplant and cauliflower, then the rice and the meat water on top, cover and cook to a boil until the water begins to dry (about 15 to 20 minutes), turn heat down to low until it is all dry, turn heat off and let set for 20 to 30 minutes, then turn upside down onto a platter and serve with yogurt or salad (season with salt and pepper to taste and 1/2 tsp. bahar).","{""title"": ""Magloubeh"", ""ingredients"": [""2 lb. chicken or lamb"", ""1 lb. rice"", ""2 large eggplant"", ""1 head cauliflower"", ""a few potatoes, sliced thin (optional)"", ""salt and pepper to taste"", ""1/2 tsp. bahar (Middle Eastern spice)""], ""directions"": [""Soak the rice for 1 hour in warm water."", ""Cook the meat in water."", ""Remove the meat and add a little butter or margarine in the water."", ""Put this water left over with the rice."", ""Fry the eggplant and cauliflower with cooking oil."", ""In a large pot, put the meat in the bottom, then the eggplant and cauliflower, then the rice and water from meat on top."", ""Cover pot and cook to a boil until the water begins to dry (about 15 to 20 minutes)."", ""Turn heat down to low until it is all dry."", ""Turn heat off and let set for 20 to 30 minutes."", ""Turn upside down on a platter."", ""Serves a lot."", ""Serve with yogurt or salad.""]}"
733,"Whole Wheat Carrot Cake Blend 1 c. oil with 1 c. brown sugar and 1 c. sugar until mixed, add 1 tsp. vanilla and beat in 4 eggs one at a time, in another bowl blend 1/3 c. dry milk powder, 1 tsp. baking powder, 2 tsp. cinnamon, 1 tsp. soda, 1 tsp. salt, and 2 c. whole wheat flour, add dry ingredients to the egg mixture until well blended, stir in 3 c. finely shredded carrots and 1 c. chopped walnuts by hand, pour into a greased and floured tube or Bundt pan, bake at 350° for 50 to 60 minutes, cool in pan, invert onto serving plate, and sprinkle with powdered sugar (optional glaze or cream cheese icing).","{""title"": ""Whole Wheat Carrot Cake"", ""ingredients"": [""1 c. oil"", ""1 c. brown sugar"", ""4 eggs"", ""1/3 c. dry milk powder"", ""1 tsp. baking powder"", ""2 tsp. cinnamon"", ""1 c. chopped walnuts"", ""1 c. sugar"", ""1 tsp. vanilla"", ""2 c. whole wheat flour"", ""1 tsp. soda"", ""1 tsp. salt"", ""3 c. finely shredded carrots""], ""directions"": [""In large mixing bowl blend oil and sugars until mixed."", ""Add vanilla and beat in eggs, one at a time."", ""In another bowl blend dry ingredients."", ""Add to egg mixture until well blended."", ""By hand, stir in carrots and walnuts."", ""pour into greased and floured tube or Bundt pan."", ""Bake at 350° for 50 to 60 minutes."", ""Cool in pan; invert on serving plate and sprinkle with powdered sugar."", ""Could use glaze or cream cheese icing.""]}"
734,"Pickled Squash Soak 8 c. sliced squash, 8 c. sliced onions, and 5 bell peppers sliced in 1 gal. water with 1 c. salt for 1 hour, then drain and rinse well (remaining steps using 2 c. vinegar, 3 c. sugar, 2 tsp. mustard seed, 2 tsp. celery seed, and 1 tsp. curry powder are not included in the provided lines).","{""title"": ""Pickled Squash"", ""ingredients"": [""8 c. sliced squash"", ""8 c. sliced onions"", ""5 bell peppers, sliced"", ""1 c. salt in 1 gal. water"", ""2 c. vinegar"", ""3 c. sugar"", ""2 tsp. mustard seed"", ""2 tsp. celery seed"", ""1 tsp. curry powder""], ""directions"": [""Soak squash, onions and peppers in salt water 1 hour."", ""Drain and rinse well.""]}"
735,"Pasta Salad Dice and mix together 1/4 lb. Provolone cheese, 1/4 lb. salami, 1/4 lb. pepperoni, 1 large pepper, 1 small jar olives, 3 tomatoes, 2 onions, 3 stems celery, and 1 box medium shells cooked and drained.","{""title"": ""Pasta Salad"", ""ingredients"": [""1/4 lb. Provolone cheese"", ""1/4 lb. salami"", ""1/4 lb. pepperoni"", ""1 large pepper"", ""1 small jar olives"", ""3 tomatoes"", ""2 onions"", ""3 stems celery"", ""1 box medium shells, cooked and drained""], ""directions"": [""Dice and mix all ingredients together.""]}"
736,"Vegetable Burger Soup Brown 1 lb. ground beef and drain off fat, stir in 2 cups of water plus 1 (16 oz.) can tomatoes, 1 (8 oz.) can tomato sauce, 1 (10 oz.) pkg. frozen mixed vegetables, 1/4 c. dry onion soup mix, and 1 tsp. sugar, bring to a boil, reduce heat, cover, and simmer 20 minutes (serves 6 to 8).","{""title"": ""Vegetable Burger Soup"", ""ingredients"": [""1 lb. ground beef"", ""1 (16 oz.) can tomatoes"", ""1 (8 oz.) can tomato sauce"", ""1 (10 oz.) pkg. frozen mixed vegetables"", ""1/4 c. dry onion soup mix"", ""1 tsp. sugar""], ""directions"": [""Brown meat and drain off fat."", ""Stir in 2 cups of water and remaining ingredients."", ""Bring to a boil."", ""Reduce heat and cover. Simmer 20 minutes."", ""Serves 6 to 8.""]}"
737,"Corn Light Bread Mix 2 c. self-rising meal, 1/2 c. plain flour, 3/4 c. sugar, 1 tsp. salt, 1/2 tsp. baking powder, 1/2 tsp. soda, 2 c. buttermilk, and 1 Tbsp. lard, pour into a regular size loaf pan, bake at 350° for 1 hour, and let cool before serving.","{""title"": ""Corn Light Bread"", ""ingredients"": [""2 c. self-rising meal"", ""1/2 c. plain flour"", ""3/4 c. sugar"", ""1 tsp. salt"", ""1/2 tsp. baking powder"", ""1/2 tsp. soda"", ""2 c. buttermilk"", ""1 Tbsp. lard""], ""directions"": [""Mix ingredients and pour into a regular size loaf pan. Bake at 350° for 1 hour."", ""Let cool before serving.""]}"
738,"Salad Luncheon Beans Brown 1/2 to 1 lb. ground beef with 1 medium onion chopped and drain, then in a 2-quart baking dish mix (do not drain) 1 large (28 oz.) can Bush’s beans, 1 (15 1/2 oz.) can butter beans, 1 (15 oz.) can red kidney beans, and 1 (16 oz.) can pork and beans with the beef, then add 1/2 c. catsup, 1 Tbsp. mustard, 1/4 c. brown sugar, and 1 Tbsp. Worcestershire sauce and bake on low heat for 5 to 6 hours.","{""title"": ""Salad Luncheon Beans"", ""ingredients"": [""1/2 to 1 lb. ground beef"", ""1 medium onion, chopped"", ""1 large (28 oz.) can Bush's beans"", ""1 (15 1/2 oz.) can butter beans"", ""1 (15 oz.) can red kidney beans"", ""1 (16 oz.) can pork and beans"", ""1/2 c. catsup"", ""1 Tbsp. mustard"", ""1/4 c. brown sugar"", ""1 Tbsp. Worcestershire sauce""], ""directions"": [""Do not drain any beans; mix together."", ""Brown beef and onion; drain."", ""In a 2-quart baking dish, mix together with all beans and beef, catsup, mustard, brown sugar and Worcestershire sauce."", ""Bake on low heat for 5 to 6 hours.""]}"
739,"Crustless Pumpkin Pie Beat 3 eggs, mix in 3/4 c. honey, 1/2 tsp. ginger, 1/2 tsp. nutmeg, 1/2 tsp. cinnamon, 1/2 tsp. salt, and 1 3/4 c. pumpkin or sweetened squash, add 1 c. canned milk, butter or oil a deep 9-inch pie pan, pour in mixture, bake at 325° for 1 hour, and cool thoroughly before cutting.","{""title"": ""Crustless Pumpkin Pie"", ""ingredients"": [""3 eggs"", ""3/4 c. honey"", ""1/2 tsp. ginger"", ""1/2 tsp. nutmeg"", ""1/2 tsp. cinnamon"", ""1/2 tsp. salt"", ""1 3/4 c. pumpkin or sweetened squash"", ""1 c. canned milk""], ""directions"": [""Beat eggs."", ""Add the next 6 ingredients and mix well."", ""Add milk."", ""Butter or oil a deep 9-inch pie pan."", ""Pour mixture into pan."", ""Bake at 325° for 1 hour."", ""Cool thoroughly before cutting.""]}"
740,"D’s Danish Mix 4 c. flour with 3 tsp. sugar, 1 tsp. salt, and 1 c. oleo as for pie crust, dissolve 1 pkg. yeast in 1 c. warm milk and add to 3 eggs beaten, mix dry and liquid ingredients thoroughly and refrigerate overnight, then bring to room temperature and turn out onto a floured board, knead well and rest a bit, divide dough into 4 parts, roll one part thin as for pie crust and brush with melted butter, sprinkle with sugar, cinnamon, nuts and/or raisins or spread with a filling such as poppy seed or dates, roll tightly, bake as is or slice 3/4 inch thick and bake in muffin tins, bake at 375° about 20 minutes and use sugar/lemon icing if desired, then repeat with the other 3 parts.","{""title"": ""D'S Danish"", ""ingredients"": [""4 c. flour"", ""3 tsp. sugar"", ""1 tsp. salt"", ""1 c. oleo"", ""3 eggs, beaten"", ""1 c. warm milk"", ""1 pkg. yeast""], ""directions"": [""Mix flour,"", ""sugar,"", ""salt,"", ""and\toleo"", ""as for pie crust. Dissolve yeast"", ""in warm milk; add to eggs.\tMix dry and liquid ingredients"", ""thoroughly and refrigerate overnight.\tThen bring to room"", ""temperature"", ""and"", ""turn"", ""out"", ""on floured board."", ""Knead well. Rest"", ""a"", ""bit"", ""(self"", ""and"", ""dough)."", ""Divide"", ""dough into 4 parts. Roll one part thin as for pie crust; brush with melted butter. Sprinkle"", ""with"", ""sugar, cinnamon, nuts and/or raisins. You can also"", ""spread"", ""with\ta"", ""filling"", ""such as poppy seed or dates (as for jelly roll)."", ""Roll"", ""tightly."", ""Bake"", ""as is or cut 3/4 inch slices and bake in\tmuffin\ttins."", ""Bake at 375° about 20 minutes. Sugar/lemon icing may be used."", ""Repeat with other 3 parts of dough.""]}"
741,"Picnic Potato Salad Coarsely dice 1 1/2 cooked potatoes and 3 hard-boiled eggs with 3/4 tsp. salt, dash of pepper, and 1/2 tsp. celery seed, add 1/2 c. diced cucumbers, 1/2 c. chopped onion, 1/4 c. grated carrots, 1/2 c. diced celery, and 1/2 c. sweet pickles/relish, mix 3/4 c. salad dressing with 2 Tbsp. prepared mustard and pour over, toss until well coated adding more salad dressing as needed, then add 1/4 c. bacon bits or shredded cheese and garnish with 1 medium tomato wedged.","{""title"": ""Picnic Potato Salad"", ""ingredients"": [""1 1/2 cooked potatoes"", ""3 hard-boiled eggs"", ""3/4 tsp. salt"", ""1/2 tsp. celery seed"", ""1/2 c. diced celery"", ""2 Tbsp. prepared mustard"", ""1/4 c. bacon bits or shredded cheese"", ""1/2 c. sweet pickles/relish"", ""1/4 c. grated carrots"", ""3/4 c. salad dressing"", ""1/2 c. diced cucumbers"", ""1/2 c. chopped onion"", ""dash of pepper"", ""1 medium tomato, wedged""], ""directions"": [""Coarsely dice potatoes and eggs with salt, pepper and celery seed."", ""Add diced cucumbers, onion, carrots, celery and pickles/relish."", ""Mix salad dressing/Miracle Whip with mustard and pour over mixture."", ""Toss until well coated, adding more salad dressing as needed."", ""Add bacon bits or shredded cheese and garnish with tomato wedges.""]}"
742,"Ribbon Layer Jello Make 4 (3 oz.) pkg. jello separately using 1 c. hot water and 1/2 c. cold water for each, dissolve 2 pkg. Knox gelatine in 1/2 cup cold water and set aside, bring 2 c. milk with 1 c. sugar to a boil, add gelatine mixture plus 1 pt. sour cream and 2 tsp. vanilla, beat until thick about 10 minutes, divide into 3 parts, then layer jello and the creamy mixture in the desired order, letting each layer set 45 minutes before adding the next (for example red on top for Christmas or green on top for St. Pat’s day), and note it’s time consuming but very decorative.","{""title"": ""Ribbon Layer Jello"", ""ingredients"": [""4 (3 oz.) pkg. jello, make each pkg. separately"", ""1 c. hot water for each pkg. jello"", ""1/2 c. cold water for each pkg. jello"", ""2 pkg. Knox gelatine"", ""2 c. milk"", ""2 tsp. vanilla"", ""1 c. sugar"", ""1 pt. sour cream""], ""directions"": [""Dissolve Knox gelatine in 1/2 cup cold water; put aside. Bring to a boil, milk and sugar."", ""Add gelatine mixture, sour cream and vanilla."", ""Beat until thick, about 10 minutes, with electric mixer."", ""Separate this into 3 parts."", ""Layer jello in desired order."", ""(Red on top for Christmas or green on top for St. Pat's day."", ""Christmas layers are green, white mixture, orange white mixture, yellow white mixture and red.)"", ""Let each layer set 45 minutes before adding next layer."", ""Mix each jello separate before making layers."", ""Time consuming but very decorative.""]}"
743,"Chicken Fettucini In a double boiler melt 1 c. butter with 4 chicken bouillon cubes, stir in 8 shallots chopped, 1 c. whipping cream, 1/4 lb. mushrooms sliced, pepper, and 1 c. Parmesan cheese and simmer until mushrooms are soft and cheese is melted, add 1 chicken cooked deboned and sliced or chopped and heat until warm, then pour sauce over 1 lb. fettucini cooked and drained, tossing gently, and garnish with additional Parmesan cheese and parsley.","{""title"": ""Chicken Fettucini"", ""ingredients"": [""1 c. butter"", ""4 chicken bouillon cubes"", ""8 shallots, chopped"", ""1 c. whipping cream"", ""1/4 lb. mushrooms, sliced"", ""pepper"", ""1 c. Parmesan cheese"", ""1 lb. fettucini, cooked and drained"", ""1 chicken, cooked, deboned and sliced or chopped""], ""directions"": [""In double boiler, melt butter with bouillon cubes."", ""Mix in shallots, cream, mushrooms, pepper and Parmesan cheese."", ""Simmer until mushrooms are soft and cheese is melted."", ""Add cooked chicken; heat until warm."", ""Pour sauce over noodles, tossing gently. Garnish with additional Parmesan cheese and parsley.""]}"
